DateKey,RegionKey,ChannelKey,Sessions,AddToCart,Conversions,BounceRate
20210524,2,2,249,38,9,0.3732
20210524,3,1,308,43,9,0.3984
20210524,3,2,234,39,9,0.3673
20210524,4,1,317,39,9,0.4359
20210524,4,2,296,43,9,0.3794
20210524,5,1,340,42,10,0.4028
20210524,5,2,212,27,6,0.3855
20210524,6,1,183,21,5,0.4061
20210524,6,2,177,23,5,0.3857
20210524,7,1,227,34,8,0.4097
20210524,7,2,235,43,9,0.3731
20210524,8,1,213,27,6,0.4093
20210524,8,2,163,24,5,0.3582
20210525,1,1,293,44,10,0.3904
20210525,1,2,245,45,9,0.3579
20210525,2,1,299,42,9,0.4006
20210525,2,2,260,47,10,0.3875
20210525,3,1,311,41,9,0.3833
20210525,3,2,221,33,7,0.3776
20210525,4,1,289,39,8,0.4303
20210525,4,2,270,36,8,0.4119
20210525,5,1,276,37,8,0.4156
20210525,5,2,238,30,7,0.3745
20210525,6,1,253,28,6,0.4557
20210525,6,2,178,25,5,0.3546
20210525,7,1,241,36,8,0.3569
20210525,7,2,269,55,12,0.3357
20210525,8,1,208,26,6,0.403
20210525,8,2,152,20,4,0.3711
20210526,1,1,275,40,9,0.4032
20210526,1,2,243,43,9,0.353
20210526,2,1,300,39,8,0.4131
20210526,2,2,250,38,9,0.3728
20210526,3,1,273,38,8,0.3929
20210526,3,2,205,31,7,0.3443
20210526,4,1,308,35,8,0.448
20210526,4,2,236,31,7,0.3765
20210526,5,1,244,33,7,0.4104
20210526,5,2,229,31,7,0.3776
20210526,6,1,208,23,5,0.4157
20210526,6,2,207,29,6,0.3897
20210526,7,1,237,41,9,0.3694
20210526,7,2,246,48,10,0.3643
20210526,8,1,178,24,5,0.4004
20210526,8,2,126,18,4,0.3689
20210527,1,1,348,46,10,0.4064
20210527,1,2,313,57,12,0.3813
20210527,2,1,336,48,11,0.4053
20210527,2,2,242,34,7,0.3918
20210527,3,1,311,40,9,0.3995
20210527,3,2,221,31,7,0.3731
20210527,4,1,309,38,8,0.3777
20210527,4,2,257,36,8,0.3594
20210527,5,1,262,38,8,0.3931
20210527,5,2,239,32,7,0.3511
20210527,6,1,179,19,4,0.4242
20210527,6,2,152,21,4,0.3831
20210527,7,1,283,45,10,0.3794
20210527,7,2,261,48,10,0.3511
20210527,8,1,193,24,5,0.4305
20210527,8,2,142,21,5,0.3587
20210528,1,1,355,52,11,0.3977
20210528,1,2,265,49,11,0.322
20210528,2,1,290,39,9,0.3882
20210528,2,2,267,42,10,0.3428
20210528,3,1,293,39,8,0.3938
20210528,3,2,222,32,7,0.3821
20210528,4,1,314,37,8,0.4112
20210528,4,2,274,39,9,0.3874
20210528,5,1,260,32,7,0.3821
20210528,5,2,270,37,8,0.4048
20210528,6,1,163,20,4,0.407
20210528,6,2,165,22,4,0.3992
20210528,7,1,250,39,8,0.3753
20210528,7,2,225,42,9,0.3393
20210528,8,1,175,22,5,0.3787
20210528,8,2,156,24,5,0.3668
20210529,1,1,385,59,13,0.4016
20210529,1,2,290,48,10,0.3707
20210529,2,1,372,55,11,0.3739
20210529,2,2,321,49,11,0.3942
20210529,3,1,366,54,11,0.403
20210529,3,2,206,29,6,0.3835
20210529,4,1,350,47,10,0.427
20210529,4,2,284,37,8,0.3806
20210529,5,1,288,36,8,0.4
20210529,5,2,205,25,6,0.4067
20210529,6,1,216,26,6,0.4165
20210529,6,2,148,18,4,0.3649
20210529,7,1,276,46,10,0.3844
20210529,7,2,283,55,12,0.3384
20210529,8,1,207,26,6,0.3958
20210529,8,2,174,24,5,0.3925
20210530,1,1,406,65,14,0.3842
20210530,1,2,248,49,10,0.3345
20210530,2,1,349,48,10,0.409
20210530,2,2,252,44,10,0.3494
20210530,3,1,345,44,9,0.4384
20210530,3,2,241,36,8,0.3546
20210530,4,1,319,45,9,0.409
20210530,4,2,303,44,10,0.3721
20210530,5,1,301,39,9,0.3828
20210530,5,2,222,31,7,0.3861
20210530,6,1,189,20,5,0.4228
20210530,6,2,155,18,4,0.3948
20210530,7,1,294,49,10,0.389
20210530,7,2,270,55,12,0.3257
20210530,8,1,222,30,6,0.3957
20210530,8,2,165,26,6,0.3753
20210531,1,1,305,45,9,0.4073
20210531,1,2,270,43,10,0.3933
20210531,2,1,321,48,10,0.3985
20210531,2,2,262,43,9,0.3672
20210531,3,1,277,38,8,0.4065
20210531,3,2,203,26,6,0.3547
20210531,4,1,272,32,7,0.4176
20210531,4,2,277,39,8,0.3787
20210531,5,1,264,35,7,0.4096
20210531,5,2,209,30,7,0.3774
20210531,6,1,213,24,5,0.4143
20210531,6,2,185,23,5,0.3521
20210531,7,1,261,39,8,0.3839
20210531,7,2,273,55,12,0.3393
20210531,8,1,217,27,6,0.401
20210531,8,2,135,20,4,0.3316
20210601,1,1,286,47,10,0.4235
20210601,1,2,212,34,7,0.3511
20210601,2,1,316,45,9,0.3955
20210601,2,2,225,40,8,0.3482
20210601,3,1,203,29,6,0.4008
20210601,3,2,183,27,6,0.3596
20210601,4,1,214,27,6,0.3941
20210601,4,2,266,36,8,0.3614
20210601,5,1,294,41,9,0.3809
20210601,5,2,196,29,6,0.3706
20210601,6,1,194,22,5,0.4095
20210601,6,2,148,20,4,0.3791
20210601,7,1,230,38,8,0.412
20210601,7,2,203,36,8,0.3605
20210601,8,1,158,23,5,0.4147
20210601,8,2,141,21,5,0.373
20210602,1,1,337,44,10,0.4173
20210602,1,2,271,48,10,0.3676
20210602,2,1,250,34,7,0.4177
20210602,2,2,222,36,8,0.3815
20210602,3,1,257,34,8,0.3925
20210602,3,2,183,28,6,0.3593
20210602,4,1,294,36,8,0.4381
20210602,4,2,232,30,7,0.387
20210602,5,1,250,31,7,0.3899
20210602,5,2,172,25,5,0.3646
20210602,6,1,181,22,5,0.4227
20210602,6,2,142,18,4,0.3692
20210602,7,1,228,38,8,0.3581
20210602,7,2,215,44,9,0.3566
20210602,8,1,156,19,4,0.4167
20210602,8,2,121,19,4,0.3808
20210603,1,1,296,42,9,0.4029
20210603,1,2,280,51,11,0.3517
20210603,2,1,264,34,7,0.4168
20210603,2,2,230,35,8,0.3666
20210603,3,1,260,34,8,0.3979
20210603,3,2,213,31,7,0.3726
20210603,4,1,266,33,7,0.4187
20210603,4,2,282,40,8,0.3609
20210603,5,1,272,34,7,0.3927
20210603,5,2,175,26,5,0.3992
20210603,6,1,174,19,4,0.3956
20210603,6,2,141,17,4,0.3496
20210603,7,1,196,31,7,0.4014
20210603,7,2,241,48,10,0.3457
20210603,8,1,145,19,4,0.4068
20210603,8,2,115,15,3,0.3756
20210604,1,1,388,51,12,0.4042
20210604,1,2,242,46,10,0.3673
20210604,2,1,263,37,8,0.3835
20210604,2,2,259,42,9,0.3812
20210604,3,1,238,34,7,0.3858
20210604,3,2,203,28,6,0.3936
20210604,4,1,259,29,7,0.4149
20210604,4,2,190,25,5,0.3619
20210604,5,1,271,38,8,0.3978
20210604,5,2,186,27,5,0.3868
20210604,6,1,184,23,5,0.4334
20210604,6,2,128,17,4,0.3789
20210604,7,1,228,36,8,0.3848
20210604,7,2,252,45,10,0.3556
20210604,8,1,159,20,4,0.4034
20210604,8,2,134,19,4,0.3488
20210605,1,1,322,48,11,0.4192
20210605,1,2,258,44,10,0.375
20210605,2,1,308,47,10,0.4186
20210605,2,2,252,38,9,0.3567
20210605,3,1,272,36,8,0.3751
20210605,3,2,203,32,7,0.3646
20210605,4,1,316,43,9,0.3921
20210605,4,2,209,28,6,0.3686
20210605,5,1,253,34,8,0.3971
20210605,5,2,238,34,7,0.3784
20210605,6,1,224,27,6,0.4175
20210605,6,2,169,23,5,0.3877
20210605,7,1,301,47,10,0.414
20210605,7,2,285,58,12,0.3419
20210605,8,1,147,18,4,0.4028
20210605,8,2,139,21,4,0.3643
20210606,1,1,270,41,9,0.3957
20210606,1,2,264,46,10,0.3764
20210606,2,1,338,50,11,0.3601
20210606,2,2,220,32,7,0.3779
20210606,3,1,338,43,9,0.3806
20210606,3,2,277,45,9,0.3607
20210606,4,1,288,32,8,0.3979
20210606,4,2,257,38,8,0.3789
20210606,5,1,258,32,7,0.4346
20210606,5,2,222,32,7,0.385
20210606,6,1,203,23,5,0.399
20210606,6,2,164,20,4,0.3956
20210606,7,1,240,36,8,0.395
20210606,7,2,193,40,8,0.3417
20210606,8,1,185,25,5,0.4076
20210606,8,2,134,19,4,0.3421
20210607,1,1,331,47,10,0.3986
20210607,1,2,246,39,8,0.3696
20210607,2,1,294,41,9,0.4144
20210607,2,2,229,37,8,0.3502
20210607,3,1,267,36,8,0.4203
20210607,3,2,169,25,6,0.3954
20210607,4,1,283,39,8,0.3939
20210607,4,2,229,33,7,0.3687
20210607,5,1,245,32,7,0.4187
20210607,5,2,194,25,5,0.3911
20210607,6,1,212,27,6,0.431
20210607,6,2,157,21,5,0.3722
20210607,7,1,265,42,9,0.3746
20210607,7,2,242,49,11,0.346
20210607,8,1,142,19,4,0.409
20210607,8,2,121,17,4,0.3637
20210608,1,1,341,52,11,0.4075
20210608,1,2,275,47,11,0.3526
20210608,2,1,329,50,10,0.3758
20210608,2,2,263,39,9,0.3552
20210608,3,1,234,33,7,0.4031
20210608,3,2,197,28,6,0.3787
20210608,4,1,241,30,7,0.3784
20210608,4,2,263,35,8,0.369
20210608,5,1,240,30,7,0.421
20210608,5,2,211,31,6,0.3795
20210608,6,1,187,21,5,0.4321
20210608,6,2,146,19,4,0.3706
20210608,7,1,208,32,7,0.3744
20210608,7,2,243,48,11,0.3533
20210608,8,1,173,22,5,0.4099
20210608,8,2,147,22,5,0.3642
20210609,1,1,391,61,13,0.4105
20210609,1,2,251,45,10,0.379
20210609,2,1,280,45,10,0.4052
20210609,2,2,247,43,9,0.3619
20210609,3,1,298,42,9,0.386
20210609,3,2,232,38,8,0.3766
20210609,4,1,274,34,8,0.3793
20210609,4,2,216,31,7,0.363
20210609,5,1,279,37,8,0.4014
20210609,5,2,193,29,6,0.3588
20210609,6,1,157,17,4,0.4283
20210609,6,2,157,18,4,0.3979
20210609,7,1,179,29,6,0.3787
20210609,7,2,272,54,12,0.3424
20210609,8,1,142,16,4,0.4092
20210609,8,2,115,17,4,0.3809
20210610,1,1,324,48,10,0.38
20210610,1,2,265,49,10,0.3739
20210610,2,1,295,43,10,0.3847
20210610,2,2,196,34,7,0.3459
20210610,3,1,288,38,9,0.3987
20210610,3,2,197,33,7,0.3725
20210610,4,1,277,36,8,0.4154
20210610,4,2,238,33,7,0.4022
20210610,5,1,273,34,8,0.4205
20210610,5,2,227,30,7,0.3688
20210610,6,1,160,19,4,0.4041
20210610,6,2,128,15,3,0.3953
20210610,7,1,242,40,9,0.3971
20210610,7,2,243,50,10,0.3428
20210610,8,1,146,18,4,0.3934
20210610,8,2,139,20,4,0.3908
20210611,1,1,368,53,12,0.3993
20210611,1,2,219,40,9,0.354
20210611,2,1,334,45,9,0.3962
20210611,2,2,204,34,7,0.3539
20210611,3,1,304,37,8,0.3959
20210611,3,2,208,31,7,0.3555
20210611,4,1,248,29,7,0.4163
20210611,4,2,232,35,7,0.379
20210611,5,1,261,31,7,0.4094
20210611,5,2,223,29,6,0.395
20210611,6,1,166,19,4,0.4095
20210611,6,2,160,20,4,0.3966
20210611,7,1,185,27,6,0.3768
20210611,7,2,205,40,9,0.354
20210611,8,1,184,24,5,0.3573
20210611,8,2,136,20,5,0.3578
20210612,1,1,369,58,12,0.3998
20210612,1,2,222,39,9,0.3864
20210612,2,1,365,54,11,0.3881
20210612,2,2,257,44,9,0.3408
20210612,3,1,341,48,10,0.3965
20210612,3,2,218,33,7,0.367
20210612,4,1,318,41,9,0.3904
20210612,4,2,209,29,6,0.3839
20210612,5,1,261,30,7,0.416
20210612,5,2,214,34,7,0.3674
20210612,6,1,208,26,5,0.4237
20210612,6,2,164,19,4,0.3855
20210612,7,1,228,36,8,0.3677
20210612,7,2,219,44,10,0.3507
20210612,8,1,182,22,5,0.3914
20210612,8,2,146,21,5,0.3713
20210613,1,1,368,60,12,0.3828
20210613,1,2,273,50,11,0.3323
20210613,2,1,309,48,10,0.3693
20210613,2,2,272,41,9,0.3703
20210613,3,1,263,35,8,0.4174
20210613,3,2,216,33,7,0.3547
20210613,4,1,254,32,7,0.4195
20210613,4,2,260,36,8,0.3754
20210613,5,1,255,34,7,0.4027
20210613,5,2,252,38,8,0.3586
20210613,6,1,211,24,5,0.4071
20210613,6,2,152,20,4,0.3975
20210613,7,1,236,33,8,0.397
20210613,7,2,216,42,9,0.3595
20210613,8,1,141,18,4,0.4022
20210613,8,2,145,20,4,0.3887
20210614,1,1,290,45,10,0.386
20210614,1,2,251,42,9,0.3501
20210614,2,1,258,38,8,0.4039
20210614,2,2,189,27,6,0.3632
20210614,3,1,256,34,7,0.3763
20210614,3,2,228,38,8,0.3526
20210614,4,1,237,28,6,0.4084
20210614,4,2,243,33,8,0.3673
20210614,5,1,261,38,8,0.3905
20210614,5,2,208,32,7,0.3685
20210614,6,1,222,26,6,0.421
20210614,6,2,145,18,4,0.3931
20210614,7,1,232,36,8,0.3979
20210614,7,2,229,42,9,0.373
20210614,8,1,164,22,5,0.4164
20210614,8,2,134,20,4,0.3787
20210615,1,1,305,45,10,0.3686
20210615,1,2,266,49,11,0.3637
20210615,2,1,284,40,9,0.4078
20210615,2,2,225,38,8,0.3603
20210615,3,1,317,44,10,0.3908
20210615,3,2,222,33,7,0.3751
20210615,4,1,247,29,7,0.422
20210615,4,2,252,37,8,0.372
20210615,5,1,258,34,8,0.3922
20210615,5,2,183,28,6,0.369
20210615,6,1,197,24,5,0.4082
20210615,6,2,167,21,5,0.3833
20210615,7,1,215,34,7,0.3769
20210615,7,2,215,44,9,0.3538
20210615,8,1,150,19,4,0.4093
20210615,8,2,133,17,4,0.3754
20210616,1,1,304,43,10,0.3791
20210616,1,2,305,47,10,0.3725
20210616,2,1,281,38,8,0.3924
20210616,2,2,228,33,8,0.3824
20210616,3,1,286,40,8,0.4253
20210616,3,2,168,25,6,0.3645
20210616,4,1,266,34,7,0.4377
20210616,4,2,226,29,6,0.3706
20210616,5,1,247,31,7,0.4041
20210616,5,2,177,23,5,0.3786
20210616,6,1,140,17,4,0.4006
20210616,6,2,159,19,4,0.3802
20210616,7,1,254,42,9,0.3912
20210616,7,2,242,47,10,0.3695
20210616,8,1,151,19,4,0.4141
20210616,8,2,139,21,5,0.365
20210617,1,1,269,37,8,0.4279
20210617,1,2,277,45,10,0.3818
20210617,2,1,272,38,9,0.3904
20210617,2,2,239,39,8,0.3512
20210617,3,1,259,36,8,0.3817
20210617,3,2,203,30,6,0.3533
20210617,4,1,267,37,8,0.3864
20210617,4,2,224,32,7,0.3315
20210617,5,1,294,41,9,0.4076
20210617,5,2,214,29,6,0.3754
20210617,6,1,161,18,4,0.4017
20210617,6,2,146,18,4,0.3776
20210617,7,1,210,35,8,0.4006
20210617,7,2,177,35,7,0.3183
20210617,8,1,194,23,5,0.3814
20210617,8,2,118,17,4,0.3516
20210618,1,1,288,42,9,0.3979
20210618,1,2,235,42,9,0.3323
20210618,2,1,298,48,10,0.3925
20210618,2,2,217,36,8,0.3604
20210618,3,1,230,32,7,0.4014
20210618,3,2,217,34,7,0.4011
20210618,4,1,269,32,7,0.426
20210618,4,2,274,39,9,0.3954
20210618,5,1,302,41,8,0.3791
20210618,5,2,230,31,7,0.3772
20210618,6,1,201,22,5,0.4126
20210618,6,2,186,25,5,0.4018
20210618,7,1,238,36,8,0.4027
20210618,7,2,252,50,11,0.3475
20210618,8,1,129,16,3,0.4292
20210618,8,2,158,24,5,0.3605
20210619,1,1,327,41,10,0.3835
20210619,1,2,214,35,8,0.375
20210619,2,1,308,44,9,0.3832
20210619,2,2,245,38,8,0.3705
20210619,3,1,291,42,9,0.4204
20210619,3,2,218,33,7,0.3836
20210619,4,1,276,35,8,0.3866
20210619,4,2,245,36,7,0.3886
20210619,5,1,290,42,9,0.3941
20210619,5,2,221,30,6,0.383
20210619,6,1,192,22,5,0.3969
20210619,6,2,175,22,5,0.3763
20210619,7,1,285,48,10,0.3922
20210619,7,2,234,48,10,0.3729
20210619,8,1,185,24,5,0.3934
20210619,8,2,124,18,4,0.3891
20210620,1,1,299,46,10,0.3883
20210620,1,2,289,47,10,0.3591
20210620,2,1,305,42,9,0.3763
20210620,2,2,256,42,10,0.3572
20210620,3,1,284,37,8,0.3926
20210620,3,2,212,33,7,0.3839
20210620,4,1,303,37,8,0.3993
20210620,4,2,233,36,7,0.3774
20210620,5,1,237,30,6,0.4099
20210620,5,2,202,32,7,0.3908
20210620,6,1,187,23,5,0.4125
20210620,6,2,173,20,5,0.3792
20210620,7,1,210,36,8,0.3966
20210620,7,2,221,44,10,0.3787
20210620,8,1,200,24,5,0.4007
20210620,8,2,121,19,4,0.3644
20210621,1,1,358,57,12,0.3781
20210621,1,2,314,55,12,0.3981
20210621,2,1,290,39,9,0.4328
20210621,2,2,247,40,9,0.3383
20210621,3,1,245,33,7,0.402
20210621,3,2,214,32,7,0.3772
20210621,4,1,278,35,8,0.4299
20210621,4,2,252,33,7,0.381
20210621,5,1,217,28,6,0.3715
20210621,5,2,183,23,5,0.3578
20210621,6,1,188,22,5,0.404
20210621,6,2,158,18,4,0.3683
20210621,7,1,210,36,8,0.3925
20210621,7,2,221,40,9,0.3746
20210621,8,1,167,19,4,0.4339
20210621,8,2,116,17,4,0.3652
20210622,1,1,333,51,11,0.4072
20210622,1,2,235,42,9,0.3572
20210622,2,1,249,40,8,0.4013
20210622,2,2,216,34,8,0.3373
20210622,3,1,249,33,7,0.3958
20210622,3,2,225,33,7,0.3762
20210622,4,1,251,29,7,0.4148
20210622,4,2,262,36,8,0.3643
20210622,5,1,253,34,8,0.3825
20210622,5,2,183,25,6,0.3772
20210622,6,1,163,19,4,0.3724
20210622,6,2,139,17,4,0.376
20210622,7,1,202,35,8,0.3729
20210622,7,2,236,42,9,0.3566
20210622,8,1,163,20,5,0.4063
20210622,8,2,148,21,5,0.3895
20210623,1,1,303,48,11,0.3839
20210623,1,2,251,43,10,0.3758
20210623,2,1,268,39,8,0.4054
20210623,2,2,228,39,8,0.3761
20210623,3,1,241,31,7,0.445
20210623,3,2,196,29,6,0.347
20210623,4,1,271,31,7,0.4141
20210623,4,2,229,34,7,0.3714
20210623,5,1,273,35,8,0.4056
20210623,5,2,231,31,7,0.3803
20210623,6,1,193,21,5,0.3882
20210623,6,2,162,20,4,0.3927
20210623,7,1,229,36,8,0.3807
20210623,7,2,224,46,10,0.3502
20210623,8,1,166,20,4,0.3847
20210623,8,2,129,19,4,0.346
20210624,1,1,309,44,10,0.3982
20210624,1,2,243,43,9,0.3764
20210624,2,1,315,45,10,0.4011
20210624,2,2,224,36,8,0.386
20210624,3,1,276,34,8,0.3967
20210624,3,2,166,28,6,0.3645
20210624,4,1,258,31,7,0.4114
20210624,4,2,248,37,8,0.3601
20210624,5,1,304,42,9,0.3983
20210624,5,2,184,26,5,0.4193
20210624,6,1,170,20,4,0.4316
20210624,6,2,175,23,5,0.3942
20210624,7,1,179,33,7,0.3868
20210624,7,2,198,38,8,0.3833
20210624,8,1,180,24,5,0.3982
20210624,8,2,141,24,5,0.3557
20210625,1,1,350,56,12,0.3726
20210625,1,2,219,38,9,0.3632
20210625,2,1,278,43,9,0.4136
20210625,2,2,265,41,9,0.3832
20210625,3,1,220,30,7,0.3985
20210625,3,2,212,31,7,0.3692
20210625,4,1,267,34,8,0.419
20210625,4,2,263,39,9,0.3833
20210625,5,1,281,35,8,0.3888
20210625,5,2,219,34,7,0.3719
20210625,6,1,175,17,4,0.4305
20210625,6,2,138,18,4,0.3924
20210625,7,1,228,32,7,0.3805
20210625,7,2,251,45,10,0.3674
20210625,8,1,172,22,5,0.3956
20210625,8,2,128,20,4,0.3627
20210626,1,1,320,45,11,0.3655
20210626,1,2,296,44,10,0.3696
20210626,2,1,291,41,9,0.3956
20210626,2,2,192,32,7,0.362
20210626,3,1,256,33,7,0.4082
20210626,3,2,238,37,8,0.3914
20210626,4,1,334,42,9,0.3897
20210626,4,2,287,40,9,0.363
20210626,5,1,234,32,7,0.3859
20210626,5,2,212,27,6,0.3677
20210626,6,1,202,23,5,0.4396
20210626,6,2,166,21,4,0.3982
20210626,7,1,219,39,8,0.3689
20210626,7,2,269,57,12,0.3576
20210626,8,1,165,21,4,0.4195
20210626,8,2,119,18,4,0.3511
20210627,1,1,297,43,9,0.4074
20210627,1,2,280,50,11,0.3625
20210627,2,1,330,45,10,0.3858
20210627,2,2,227,37,8,0.34
20210627,3,1,295,39,9,0.4143
20210627,3,2,232,35,8,0.3878
20210627,4,1,294,39,8,0.3532
20210627,4,2,228,34,7,0.3851
20210627,5,1,305,43,9,0.4115
20210627,5,2,234,32,7,0.3953
20210627,6,1,213,29,6,0.4102
20210627,6,2,158,21,5,0.3925
20210627,7,1,256,37,8,0.3833
20210627,7,2,189,39,8,0.3286
20210627,8,1,196,22,5,0.4104
20210627,8,2,149,23,5,0.3704
20210628,1,1,314,46,10,0.3862
20210628,1,2,252,40,9,0.3661
20210628,2,1,270,38,8,0.4235
20210628,2,2,216,32,7,0.3933
20210628,3,1,253,33,7,0.3902
20210628,3,2,212,33,7,0.3633
20210628,4,1,302,36,8,0.4148
20210628,4,2,211,27,6,0.3827
20210628,5,1,259,32,7,0.3996
20210628,5,2,208,30,6,0.3927
20210628,6,1,185,22,5,0.401
20210628,6,2,159,21,4,0.3673
20210628,7,1,244,42,9,0.3686
20210628,7,2,260,49,11,0.3371
20210628,8,1,174,21,5,0.4002
20210628,8,2,124,20,4,0.3764
20210629,1,1,295,40,9,0.4101
20210629,1,2,282,46,10,0.3962
20210629,2,1,273,40,8,0.4037
20210629,2,2,210,36,8,0.3625
20210629,3,1,244,33,7,0.378
20210629,3,2,207,33,7,0.3814
20210629,4,1,294,36,8,0.3944
20210629,4,2,246,35,8,0.348
20210629,5,1,276,36,7,0.4392
20210629,5,2,231,32,7,0.3514
20210629,6,1,175,21,5,0.4109
20210629,6,2,151,19,4,0.3933
20210629,7,1,229,34,8,0.3986
20210629,7,2,190,36,8,0.3655
20210629,8,1,147,21,4,0.3982
20210629,8,2,153,23,5,0.3942
20210630,1,1,311,48,11,0.4137
20210630,1,2,239,44,10,0.362
20210630,2,1,233,34,7,0.4049
20210630,2,2,216,36,8,0.3434
20210630,3,1,268,35,8,0.3834
20210630,3,2,221,32,7,0.3922
20210630,4,1,266,33,7,0.3981
20210630,4,2,202,31,7,0.3749
20210630,5,1,255,32,7,0.3918
20210630,5,2,208,30,6,0.3838
20210630,6,1,191,21,5,0.4004
20210630,6,2,152,20,4,0.3818
20210630,7,1,231,37,8,0.3656
20210630,7,2,206,44,9,0.3289
20210630,8,1,173,20,5,0.4118
20210630,8,2,123,19,4,0.3557
20210701,1,1,320,48,10,0.405
20210701,1,2,231,43,9,0.3597
20210701,2,1,320,45,10,0.4018
20210701,2,2,254,42,9,0.3381
20210701,3,1,226,29,7,0.384
20210701,3,2,157,23,5,0.3558
20210701,4,1,291,34,7,0.4324
20210701,4,2,186,23,5,0.358
20210701,5,1,236,30,7,0.4121
20210701,5,2,199,27,6,0.3911
20210701,6,1,168,20,4,0.3837
20210701,6,2,151,19,4,0.3819
20210701,7,1,232,37,8,0.4034
20210701,7,2,222,44,10,0.3319
20210701,8,1,141,18,4,0.3863
20210701,8,2,116,19,4,0.3591
20210702,1,1,323,47,10,0.3995
20210702,1,2,215,35,8,0.3446
20210702,2,1,315,44,10,0.4087
20210702,2,2,233,38,8,0.3663
20210702,3,1,277,36,8,0.4099
20210702,3,2,219,33,7,0.3596
20210702,4,1,232,29,6,0.392
20210702,4,2,216,31,7,0.3889
20210702,5,1,259,34,7,0.435
20210702,5,2,200,27,6,0.3704
20210702,6,1,156,18,4,0.3995
20210702,6,2,170,25,5,0.3602
20210702,7,1,230,38,8,0.3853
20210702,7,2,230,43,9,0.3415
20210702,8,1,195,22,5,0.421
20210702,8,2,116,21,4,0.3676
20210703,1,1,316,50,11,0.3871
20210703,1,2,260,44,9,0.3696
20210703,2,1,298,43,9,0.4177
20210703,2,2,247,40,8,0.3375
20210703,3,1,266,34,7,0.4099
20210703,3,2,241,42,9,0.3556
20210703,4,1,304,36,8,0.4055
20210703,4,2,273,40,9,0.3919
20210703,5,1,294,37,8,0.4291
20210703,5,2,195,32,6,0.3756
20210703,6,1,200,22,5,0.4275
20210703,6,2,156,21,4,0.3863
20210703,7,1,310,56,12,0.3909
20210703,7,2,287,54,12,0.3467
20210703,8,1,158,19,4,0.4257
20210703,8,2,149,21,5,0.3613
20210704,1,1,304,41,9,0.4013
20210704,1,2,286,49,11,0.3678
20210704,2,1,334,47,10,0.402
20210704,2,2,204,35,8,0.3659
20210704,3,1,297,41,9,0.4333
20210704,3,2,205,28,6,0.3594
20210704,4,1,298,34,8,0.4206
20210704,4,2,205,29,6,0.3872
20210704,5,1,269,36,8,0.4122
20210704,5,2,221,31,7,0.3667
20210704,6,1,183,22,5,0.4107
20210704,6,2,145,17,4,0.3799
20210704,7,1,256,44,10,0.3789
20210704,7,2,233,50,11,0.3325
20210704,8,1,189,23,5,0.3925
20210704,8,2,123,17,4,0.3618
20210705,1,1,309,45,10,0.4099
20210705,1,2,267,46,10,0.3745
20210705,2,1,318,46,10,0.4239
20210705,2,2,219,38,8,0.3594
20210705,3,1,281,34,8,0.4271
20210705,3,2,215,33,7,0.3606
20210705,4,1,319,38,9,0.4241
20210705,4,2,266,38,9,0.3656
20210705,5,1,243,34,7,0.396
20210705,5,2,195,28,6,0.3932
20210705,6,1,154,16,4,0.4083
20210705,6,2,173,22,5,0.3753
20210705,7,1,284,44,10,0.4206
20210705,7,2,269,50,11,0.3511
20210705,8,1,165,21,4,0.4262
20210705,8,2,121,19,4,0.3388
20210706,1,1,351,55,12,0.414
20210706,1,2,259,42,9,0.3626
20210706,2,1,299,39,9,0.4094
20210706,2,2,232,38,8,0.3631
20210706,3,1,270,35,8,0.3677
20210706,3,2,214,33,7,0.3435
20210706,4,1,289,35,8,0.4149
20210706,4,2,220,29,6,0.3684
20210706,5,1,285,39,9,0.4014
20210706,5,2,245,33,7,0.3872
20210706,6,1,198,23,5,0.4085
20210706,6,2,134,18,4,0.3659
20210706,7,1,241,36,8,0.401
20210706,7,2,253,47,11,0.3393
20210706,8,1,182,22,5,0.3778
20210706,8,2,116,18,4,0.3602
20210707,1,1,316,45,10,0.4147
20210707,1,2,212,39,8,0.3525
20210707,2,1,332,50,11,0.4111
20210707,2,2,200,32,7,0.3838
20210707,3,1,251,32,7,0.3946
20210707,3,2,157,23,5,0.3843
20210707,4,1,234,28,6,0.4061
20210707,4,2,268,38,9,0.3889
20210707,5,1,277,34,8,0.4214
20210707,5,2,181,28,6,0.3549
20210707,6,1,140,16,3,0.3945
20210707,6,2,158,19,4,0.3912
20210707,7,1,285,50,10,0.405
20210707,7,2,234,42,9,0.3462
20210707,8,1,171,21,4,0.4081
20210707,8,2,129,18,4,0.3835
20210708,1,1,315,52,11,0.4113
20210708,1,2,233,39,9,0.3668
20210708,2,1,312,41,9,0.394
20210708,2,2,200,31,7,0.36
20210708,3,1,266,35,8,0.3829
20210708,3,2,192,31,7,0.3786
20210708,4,1,271,35,8,0.4252
20210708,4,2,270,37,8,0.3765
20210708,5,1,281,40,8,0.3883
20210708,5,2,170,22,5,0.3748
20210708,6,1,176,20,4,0.4258
20210708,6,2,165,20,4,0.4092
20210708,7,1,207,34,7,0.3846
20210708,7,2,262,50,11,0.342
20210708,8,1,159,20,4,0.4076
20210708,8,2,149,22,5,0.3603
20210709,1,1,259,40,8,0.3922
20210709,1,2,260,48,11,0.3531
20210709,2,1,290,40,9,0.3784
20210709,2,2,203,33,7,0.3552
20210709,3,1,280,34,8,0.3839
